sku,store,saledate,stype,total_quantity_returned,total_refunds
2108081,503,2005-05-29,R,1,48.000
2108081,2402,2005-05-05,R,1,48.000
2108081,7507,2005-05-08,R,1,48.000
2108238,6604,2005-08-26,R,1,12.240
2108302,1609,2005-05-15,R,1,14.990
2108441,2707,2005-08-01,R,1,79.500
2108463,3407,2005-08-03,R,1,33.750
2108625,707,2005-04-23,R,1,82.000
2108844,3807,2005-04-25,R,1,18.000
2108942,1703,2005-06-09,R,1,24.990
2109233,504,2005-07-26,R,1,34.500
2109848,8209,2005-07-08,R,1,14.990
2110535,1104,2005-08-06,R,1,21.990
2110758,3407,2005-05-24,R,1,50.000
2113059,2607,2005-04-09,R,1,58.500
2113059,4302,2005-07-10,R,1,39.990
2113952,5204,2005-01-07,R,1,35.000
2114060,3403,2005-02-17,R,1,12.250
2114117,9103,2004-11-17,R,1,59.000
2114386,1909,2004-10-04,R,1,35.000
2114386,2009,2004-12-29,R,1,35.000
2114386,2102,2004-12-28,R,1,26.990
2114777,8109,2004-12-18,R,1,35.000
2116006,8204,2005-05-27,R,1,55.000
2116578,204,2004-10-20,R,1,26.500
2116578,1904,2004-12-09,R,1,26.500
2116578,4907,2004-10-10,R,1,26.500
2116578,5203,2005-02-07,R,1,26.500
2116578,9204,2004-11-25,R,1,26.500
2116632,3502,2005-04-16,R,1,16.000
2116690,7104,2004-12-29,R,1,13.000
2116826,9209,2005-06-09,R,1,10.000
2116904,7003,2004-08-26,R,1,25.000
2116904,7403,2004-08-15,R,1,25.000
2116989,2503,2005-06-18,R,1,19.990
2116989,5303,2005-05-26,R,1,19.990
2117079,507,2005-02-06,R,1,29.000
2117079,2509,2004-10-30,R,1,29.000
2117079,3609,2005-04-01,R,1,29.000
2117368,2007,2005-06-17,R,1,19.990
2117472,1203,2005-05-07,R,1,18.750
2117737,2707,2004-12-23,R,1,30.000
2117737,7804,2005-01-04,R,1,30.000
2118673,5504,2005-08-17,R,1,29.990
2118673,6304,2005-06-29,R,1,29.990
2118790,2909,2005-02-03,R,1,22.000
2118848,2009,2005-02-20,R,1,19.000
2118848,9909,2005-08-01,R,1,9.500
2118996,403,2004-12-07,R,1,7.500
2118996,902,2004-10-18,R,1,9.990
2118996,1807,2005-01-20,R,2,30.000
2119027,4409,2005-08-23,R,1,58.500
2119133,6109,2005-05-11,R,1,24.000
2119863,2704,2005-03-08,R,1,9.750
2120535,9504,2005-08-10,R,1,19.790
2122194,3303,2004-12-07,R,1,36.000
2122612,9104,2004-11-30,R,1,79.000
2123753,6503,2004-08-28,R,1,24.500
2124138,404,2004-10-14,R,1,5.000
2124386,8007,2004-11-02,R,1,27.000
2124764,1103,2005-01-13,R,1,15.000
2124764,2707,2005-08-05,R,1,15.000
2126082,6002,2004-11-15,R,1,22.990
2126399,3604,2005-04-01,R,1,9.000
2126421,5103,2005-05-30,R,1,62.500
2126578,2409,2004-09-30,R,1,26.500
2126578,8007,2005-06-20,R,1,26.500
2126666,4103,2005-03-03,R,1,17.500
2126666,8309,2005-03-06,R,1,17.500
2126846,5704,2005-02-02,R,1,20.630
2127230,7804,2005-08-15,R,1,11.000
2127311,1502,2004-10-25,R,1,39.500
2127396,8703,2005-01-01,R,1,60.000
2127430,8204,2005-08-05,R,1,247.500
2127459,3107,2005-06-11,R,1,416.500
2127618,2309,2005-06-02,R,1,26.000
2127622,4409,2005-07-10,R,1,29.500
2127635,1104,2005-02-01,R,1,59.000
2127635,9103,2005-04-28,R,1,20.990
2127772,802,2005-07-21,R,1,64.000
2127772,4802,2005-07-20,R,1,32.000
2127772,5102,2005-04-11,R,1,128.000
2127800,9503,2005-03-21,R,1,29.000
2127926,809,2005-07-02,R,1,8.710
2128330,202,2005-06-28,R,1,78.000
2128476,4503,2005-07-13,R,1,29.990
2128523,7603,2005-07-18,R,1,39.000
2128720,2907,2005-07-25,R,1,25.000
2128731,409,2005-08-26,R,1,49.500
2128731,504,2004-12-25,R,1,49.500
2128731,1307,2004-12-30,R,1,49.500
2128731,1407,2004-12-26,R,1,49.500
2128731,4104,2005-06-11,R,1,49.500
2128731,5004,2005-08-12,R,1,49.500
2128731,5603,2005-04-13,R,1,49.500
2128790,1703,2005-04-08,R,1,16.990
2129776,3109,2005-08-14,R,1,19.990
2129868,7004,2005-06-17,R,1,68.000
2130132,9609,2005-03-10,R,1,18.000
2130205,404,2005-08-25,R,1,21.990
2130758,2904,2005-01-07,R,1,44.000
2132194,2503,2004-08-27,R,1,36.000
2133059,404,2004-08-13,R,1,58.500
2133652,4803,2005-03-09,R,1,19.000
2133676,7107,2005-06-01,R,1,13.870
2133929,6604,2004-11-20,R,1,84.000
2134777,2707,2004-12-07,R,1,35.000
2136420,8109,2005-02-24,R,1,8.620
2136472,4604,2005-01-12,R,1,59.620
2136524,8709,2005-01-15,R,1,24.000
2136678,3409,2005-02-23,R,1,6.700
2136826,7102,2005-06-19,R,1,10.000
2136826,9404,2005-06-27,R,1,10.000
2136906,3309,2004-12-09,R,1,12.000
2137093,2202,2005-08-08,R,1,22.500
2137192,1502,2005-07-01,R,1,68.000
2137311,5402,2005-06-13,R,1,29.620
2137341,3109,2004-12-22,R,1,16.080
2137351,3307,2005-06-10,R,1,15.990
2137404,809,2005-03-11,R,1,69.000
2137418,307,2004-12-28,R,1,19.990
2137418,504,2005-07-27,R,1,19.990
2137418,3304,2005-01-03,R,1,19.990
2137418,6604,2004-12-29,R,1,19.990
2137418,8202,2005-05-13,R,1,19.990
2137418,8402,2005-07-11,R,1,19.990
2137420,3502,2005-07-28,R,1,34.990
2137561,7703,2005-04-17,R,1,68.000
2138015,3709,2004-12-27,R,1,4.000
2138031,707,2005-07-30,R,1,9.750
2138031,7307,2005-07-04,R,1,9.750
2138081,1403,2005-04-18,R,1,48.000
2138081,3509,2005-07-26,R,1,33.600
2138463,6002,2005-07-12,R,1,33.750
2138584,8102,2005-07-31,R,1,8.390
2138844,703,2004-08-29,R,1,18.000
2138881,1904,2005-08-11,R,1,15.000
2139113,4102,2005-05-13,R,1,27.990
2139233,4103,2005-06-05,R,1,34.500
2139233,4707,2005-07-18,R,1,30.820
2139522,5403,2005-08-23,R,1,44.100
2139778,3402,2005-07-20,R,1,24.650
2139919,9209,2005-08-21,R,1,59.000
2140033,5202,2004-09-23,R,1,38.000
2140758,5604,2005-01-12,R,1,26.990
2141210,3204,2004-11-29,R,1,96.000
2141939,1103,2004-09-29,R,1,10.000
2141939,2104,2005-04-30,R,1,5.990
2141939,2404,2004-11-10,R,1,10.000
2141939,3602,2004-10-14,R,1,10.000
2142196,1709,2004-12-21,R,1,22.000
2142196,8102,2005-03-01,R,1,22.000
2143090,103,2005-01-29,R,1,6.000
2143346,402,2005-01-28,R,1,30.800
2144213,5004,2005-03-21,R,1,22.000
2144213,7104,2004-08-11,R,1,22.000
2144213,7704,2004-08-25,R,1,22.000
2144228,9103,2005-02-11,R,1,15.000
2144386,1007,2005-07-29,R,1,27.000
2144644,1002,2005-02-15,R,1,32.000
2144644,2509,2005-05-27,R,1,32.000
2144644,9909,2005-05-29,R,1,32.000
2144703,809,2005-04-10,R,1,16.000
2144823,7707,2004-12-28,R,1,29.500
2144882,903,2005-08-23,R,1,19.990
2144882,2402,2005-07-12,R,1,25.000
2144882,6304,2005-05-16,R,1,25.000
2144882,6402,2005-05-20,R,1,20.000
2146008,4803,2004-12-28,R,1,30.000
2146008,6902,2005-01-01,R,1,30.000
2146428,8607,2004-12-29,R,1,65.000
2146435,7007,2005-02-18,R,1,20.000
2146435,9202,2005-07-07,R,1,9.990
2146578,1304,2004-11-20,R,1,26.500
2146578,2807,2005-04-08,R,1,26.500
2146716,3409,2005-02-20,R,1,17.500
2147230,4803,2005-01-22,R,1,22.000
2147353,2502,2005-04-28,R,1,39.000
2147353,7707,2005-05-20,R,1,39.000
2147353,9302,2005-07-01,R,1,26.130
2147358,4404,2004-12-21,R,1,38.000
2147358,7502,2004-12-23,R,1,32.300
2147419,3103,2005-06-30,R,1,29.990
2147651,7807,2005-04-18,R,1,104.250
2147931,2904,2005-04-29,R,1,49.000
2148015,409,2005-03-21,R,1,0.990
2148015,5403,2005-06-03,R,1,0.990
2148015,7902,2005-05-26,R,1,4.000
2148015,8402,2004-08-05,R,1,0.990
2148081,8409,2005-07-17,R,1,36.000
2148330,407,2005-06-17,R,1,18.000
2149001,8402,2005-05-26,R,1,39.000
2149036,4309,2005-06-17,R,1,9.990
2149163,2504,2005-08-07,R,1,61.500
2149409,807,2005-07-29,R,1,7.250
2149409,902,2005-08-06,R,1,29.000
2149484,7703,2004-12-27,R,1,14.990
2149778,3502,2005-05-19,R,1,29.000
2150924,9302,2005-08-26,R,1,23.500
2153299,2203,2004-10-10,R,1,40.000
2153309,407,2005-08-04,R,1,13.990
2153346,8703,2005-02-25,R,1,11.000
2154644,2207,2005-01-05,R,1,32.000
2154644,3304,2005-05-26,R,1,32.000
2154686,8604,2005-07-22,R,1,31.250
2154780,4102,2004-10-25,R,1,42.000
2156041,709,2005-01-16,R,1,44.500
2156100,4207,2005-05-17,R,1,63.000
2156578,1403,2005-08-26,R,1,26.500
2156578,3807,2004-10-14,R,1,26.500
2156578,4307,2005-05-19,R,1,26.500
2156976,6109,2005-07-15,R,1,39.500
2157353,2007,2005-08-18,R,1,9.750
2157353,5803,2005-05-21,R,1,39.000
2157466,3607,2005-07-02,R,1,19.990
2157478,6503,2005-03-02,R,1,98.000
2157678,502,2005-06-12,R,1,39.990
2157751,1402,2005-08-19,R,1,20.990
2157751,1502,2005-08-18,R,1,20.990
2157751,5302,2005-07-21,R,1,17.500
2157751,9806,2005-04-27,R,1,35.000
2157879,9603,2005-07-25,R,1,19.750
2158015,2502,2005-01-15,R,1,0.990
2158015,8602,2005-03-24,R,1,0.990
2158790,107,2004-10-01,R,1,16.990
2158790,1602,2004-08-14,R,1,22.000
2158790,5303,2005-04-22,R,1,22.000
2158790,9504,2005-04-11,R,1,22.000
2158885,7503,2005-04-05,R,1,34.000
2158887,7104,2005-07-07,R,1,22.500
2158963,8902,2005-08-16,R,1,19.990
2158996,103,2005-04-16,R,1,9.990
2158996,2104,2005-01-06,R,1,15.000
2158996,7502,2004-12-27,R,1,15.000
2159055,909,2005-06-17,R,1,32.000
2159057,9103,2005-06-22,R,1,39.990
2159233,3603,2005-07-21,R,1,23.000
2160132,8709,2005-02-19,R,1,18.000
2160758,1104,2005-03-28,R,1,44.000
2163090,2609,2004-08-17,R,1,5.000
2163090,7907,2005-01-02,R,1,5.000
2163090,9609,2005-01-30,R,1,5.000
2164209,7304,2005-02-14,R,1,34.500
2164225,3702,2005-02-22,R,1,12.500
2164644,7402,2004-08-23,R,1,32.000
2164644,8202,2005-03-16,R,1,32.000
2164780,704,2005-01-20,R,1,42.000
2166420,1004,2005-03-04,R,1,69.000
2166678,2109,2005-01-28,R,1,4.690
2167186,304,2005-01-20,R,1,29.000
2167348,3207,2005-06-23,R,1,23.990
2167353,2407,2005-07-25,R,1,31.200
2167391,6902,2005-05-31,R,1,89.000
2167412,6104,2005-06-01,R,1,14.500
2167463,1709,2004-11-27,R,1,36.000
2167466,2707,2005-05-25,R,1,25.000
2167466,4007,2005-08-15,R,1,12.500
2167466,4102,2005-03-18,R,1,20.000
2167466,7402,2005-04-20,R,1,20.000
2167546,7603,2005-02-24,R,1,123.750
2167571,4303,2004-12-30,R,1,45.000
2167571,8309,2004-12-27,R,1,60.000
2167591,7603,2005-06-24,R,1,22.000
2167607,7907,2005-06-20,R,1,40.200
2167619,802,2005-02-28,R,1,50.000
2167678,3507,2005-04-29,R,1,39.000
2167754,8802,2005-03-24,R,1,12.990
2168204,8007,2005-06-03,R,1,34.000
2168366,7002,2004-10-26,R,1,17.500
2168550,304,2005-07-16,R,1,75.000
2168722,3504,2005-05-25,R,1,29.000
2168788,1602,2005-04-09,R,1,15.000
2168790,4603,2004-09-27,R,1,16.990
2168790,7707,2005-08-02,R,1,22.000
2168790,8309,2005-05-06,R,1,22.000
2168837,6109,2005-06-16,R,1,50.000
2168966,1304,2005-05-05,R,1,12.500
2168966,2102,2005-07-14,R,1,12.500
2168966,3109,2005-06-20,R,1,12.500
2168966,6402,2005-03-22,R,1,12.500
2168966,7407,2005-03-29,R,1,12.500
2169147,7603,2005-07-07,R,1,9.990
2169875,7702,2005-06-10,R,1,90.000
2170445,304,2005-07-05,R,1,27.500
2170445,4904,2005-07-07,R,1,27.500
2170445,9302,2005-06-24,R,1,27.500
2170561,4003,2005-08-07,R,1,29.000
2171144,7807,2004-12-26,R,1,15.000
2172306,203,2005-04-14,R,1,13.750
2172736,8802,2004-12-29,R,1,5.000
2173090,4409,2005-02-11,R,1,5.000
2173299,8607,2004-12-12,R,1,15.250
2173299,8802,2004-10-01,R,1,15.250
2173746,3403,2005-02-28,R,1,16.250
2173746,4302,2004-12-09,R,1,65.000
2174208,909,2004-12-06,R,1,23.500
2174208,6604,2005-04-12,R,1,23.500
2174744,709,2004-12-19,R,1,69.500
2174833,5004,2005-02-28,R,1,5.250
2176231,2304,2005-01-20,R,1,18.000
2176363,302,2005-02-16,R,1,69.500
2176435,7304,2005-02-20,R,1,20.000
2176435,8109,2005-06-15,R,1,9.990
2176533,2602,2005-03-14,R,1,2.500
2176674,703,2005-03-05,R,1,58.500
2176678,9104,2004-09-27,R,1,29.000
2176685,6304,2004-10-13,R,1,38.000
2176953,7804,2005-02-24,R,1,29.500
2177093,2702,2005-01-28,R,1,40.000
2177104,603,2005-03-17,R,1,7.500
2177157,302,2004-12-11,R,1,24.000
2177157,1404,2004-12-26,R,1,24.000
2177157,1703,2005-08-01,R,1,24.000
2177157,8604,2004-12-26,R,1,24.000
2177157,8802,2004-12-15,R,1,24.000
2177157,8802,2005-06-17,R,1,24.000
2177157,9806,2004-10-19,R,1,24.000
2177295,1104,2004-10-26,R,1,42.000
2177346,4204,2005-05-19,R,1,19.500
2177351,704,2005-03-21,R,1,39.000
2177351,4803,2005-06-07,R,1,29.250
2177353,8607,2005-07-20,R,1,19.990
2177434,2504,2005-08-23,R,1,49.000
2177434,5803,2005-08-18,R,1,24.500
2177434,6703,2005-07-15,R,1,39.990
2177466,202,2005-07-02,R,1,11.240
2177466,3504,2005-04-06,R,1,20.000
2177592,7503,2005-08-12,R,1,23.000
2177616,4309,2005-08-25,R,1,11.200
2177948,8709,2005-06-06,R,1,14.500
2178283,2503,2005-05-08,R,1,25.000
2178366,4303,2005-03-27,R,1,17.500
2178685,2503,2005-04-26,R,1,12.000
2178731,1203,2005-03-24,R,1,37.500
2178731,2203,2005-05-03,R,1,37.500
2178731,2909,2005-02-02,R,1,37.500
2178731,3704,2005-03-11,R,1,37.500
2178731,4007,2004-12-22,R,1,37.500
2178731,5704,2004-12-27,R,1,37.500
2178731,6203,2005-04-12,R,1,37.500
2178731,6304,2004-12-17,R,1,37.500
2178731,6503,2005-04-17,R,1,37.500
2178731,8703,2005-02-08,R,1,37.500
2178731,9309,2005-02-18,R,1,37.500
2178731,9604,2005-05-28,R,1,37.500
2179073,5102,2005-07-26,R,1,30.000
2180118,2007,2005-07-13,R,1,58.960
2180132,8707,2005-04-01,R,1,18.000
2180360,504,2005-07-28,R,1,39.990
2180762,9302,2005-08-16,R,1,59.000
2183005,3003,2005-06-29,R,1,198.000
2184024,5503,2004-10-14,R,1,48.000
2184386,2807,2004-11-03,R,1,13.500
2184386,2807,2005-08-09,R,1,27.000
2184490,5503,2005-01-19,R,1,26.130
2184763,3103,2005-02-18,R,1,29.750
2184863,9309,2004-10-03,R,1,18.420
2186127,2409,2005-07-29,R,1,18.750
2186127,2609,2004-12-08,R,1,25.000
2186127,3209,2004-09-14,R,1,25.000
2186127,8707,2004-12-25,R,1,25.000
2186578,1004,2005-01-01,R,1,26.500
2186578,8603,2004-10-10,R,1,26.500
2186678,3109,2004-11-25,R,1,21.750
2187050,3009,2005-01-27,R,1,35.000
2187360,3604,2005-03-13,R,1,31.850
2187360,4303,2005-03-21,R,1,49.000
2187380,1402,2005-04-03,R,1,49.000
2187427,407,2005-07-17,R,1,39.750
2187427,407,2005-08-16,R,1,27.820
2187466,5104,2005-05-26,R,1,20.000
2187466,5402,2005-08-14,R,1,14.990
2187479,1004,2005-03-29,R,1,69.500
2187618,4209,2005-05-27,R,1,26.000
2187625,2102,2005-03-29,R,1,34.990
2187627,7707,2005-02-27,R,1,29.000
2187642,7007,2005-05-20,R,1,38.860
2187854,5202,2005-03-11,R,1,112.560
2187984,3003,2005-04-01,R,1,5.000
2188011,3309,2005-03-22,R,1,84.000
2188146,504,2005-05-12,R,1,55.000
2188283,8402,2005-03-28,R,1,25.000
2188452,1002,2005-05-12,R,1,25.990
2188452,2707,2005-07-05,R,1,40.000
2188452,7003,2005-07-21,R,1,25.990
2188452,9704,2005-04-01,R,1,40.000
2188476,1509,2005-06-20,R,1,49.000
2188790,5903,2005-01-27,R,1,22.000
2188807,4203,2005-07-12,R,1,1.990
2188844,3109,2004-08-11,R,1,18.000
2189066,1407,2005-08-08,R,1,117.000
2189593,3209,2005-08-06,R,1,9.090
2189899,8802,2005-07-24,R,1,32.000
2189954,3304,2004-10-06,R,1,39.000
2189954,7603,2004-08-22,R,1,39.000
2190863,504,2005-08-11,R,1,17.250
2191150,3002,2005-08-04,R,1,297.500
2191625,4807,2004-08-06,R,1,9.990
2191625,7407,2005-07-20,R,1,14.990
2192130,1203,2004-09-12,R,1,6.000
2192130,2307,2004-09-22,R,1,7.000
2192130,3407,2005-08-05,R,1,6.000
2192130,5302,2005-01-02,R,1,6.000
2193419,1502,2005-02-03,R,1,34.990
2193527,5202,2004-10-07,R,1,26.060
2193933,2207,2004-12-02,R,1,30.000
2194158,8402,2005-01-30,R,1,24.000
2194158,9402,2005-02-04,R,1,16.000
2194757,909,2005-07-08,R,1,28.500
2194874,6002,2004-12-31,R,1,14.500
2194897,8309,2004-08-06,R,1,20.500
2196099,4309,2005-01-27,R,1,13.300
2196245,9002,2005-02-13,R,1,22.100
2196311,4003,2005-01-01,R,1,59.620
2196429,8503,2005-03-29,R,1,1.500
2196855,4903,2005-04-08,R,1,0.990
2196879,1707,2005-06-29,R,1,19.750
2196927,9103,2005-06-25,R,1,40.000
2196953,4404,2005-03-14,R,1,14.750
2197351,1009,2005-03-04,R,1,49.000
2197351,3204,2005-03-27,R,1,49.000
2197351,3603,2005-04-30,R,1,36.750
2197393,5403,2005-06-16,R,1,8.000
2197420,6703,2004-12-15,R,1,5.990
2197524,5502,2005-06-06,R,1,69.500
2197571,2203,2005-02-20,R,1,30.000
2197595,3307,2005-01-29,R,1,36.000
2197607,4407,2005-07-01,R,1,24.000
2197667,3307,2005-05-18,R,1,79.990
2197753,1302,2005-04-17,R,1,9.990
2197948,4003,2005-07-23,R,1,14.500
2197950,6302,2005-03-18,R,1,34.990
2198010,902,2005-07-10,R,1,37.500
2198015,2707,2005-08-16,R,1,4.000
2198043,4807,2005-08-10,R,1,33.500
2198152,4404,2005-07-15,R,1,46.000
2198172,2103,2005-08-13,R,1,79.990
2198205,6002,2005-04-24,R,1,10.500
2198415,407,2005-07-29,R,1,62.980
2198508,704,2005-07-12,R,1,49.990
2198523,5503,2005-07-10,R,1,34.990
2198878,9103,2005-05-21,R,1,29.990
2199121,3009,2005-05-27,R,1,14.990
2199121,3209,2005-05-28,R,1,14.990
2199378,7004,2005-05-27,R,1,45.000
2199380,2207,2005-06-21,R,1,39.990
2199984,6604,2005-04-19,R,1,155.000
2200323,8102,2004-12-25,R,1,95.000
2203005,6403,2004-08-18,R,1,198.000
2203351,1202,2005-08-16,R,1,35.000
2204644,907,2004-09-24,R,1,32.000
2206008,409,2005-02-26,R,1,7.500
2206169,9302,2004-08-23,R,1,29.480
2206218,909,2005-04-03,R,1,39.990
2206578,5402,2005-01-31,R,1,26.500
2206578,7807,2004-10-22,R,1,26.500
2206595,5203,2005-03-09,R,1,18.750
2207121,9209,2005-04-08,R,1,17.000
2207125,4007,2005-03-10,R,1,54.000
2207351,2203,2005-05-01,R,1,29.990
2207351,7907,2005-05-18,R,1,29.990
2207351,8007,2005-06-08,R,1,23.990
2207354,709,2005-04-29,R,1,59.000
2207354,1502,2005-05-08,R,1,41.300
2207354,5403,2005-05-14,R,1,59.000
2207354,7302,2005-05-23,R,1,39.530
2207354,8609,2005-05-08,R,1,59.000
2207466,3109,2005-07-27,R,1,7.000
2207466,4707,2005-03-27,R,1,25.000
2207466,8007,2005-04-15,R,1,25.000
2207619,703,2005-07-15,R,1,26.000
2207619,7303,2005-07-15,R,1,13.000
2207841,3103,2005-01-26,R,1,29.000
2207898,6009,2005-08-24,R,1,39.000
2207948,3807,2005-06-20,R,1,14.500
2208015,1407,2005-04-06,R,1,4.000
2208015,9603,2005-01-30,R,1,4.000
2208043,4607,2005-07-26,R,1,50.000
2208119,7107,2005-03-14,R,1,14.990
2208172,1407,2005-08-15,R,1,55.990
2208497,7507,2005-06-01,R,1,39.990
2208549,102,2005-07-06,R,1,9.000
2208549,3809,2005-04-20,R,1,13.500
2208666,4803,2005-07-14,R,1,49.000
2208790,1602,2004-11-29,R,1,22.000
2208790,2209,2005-05-14,R,1,22.000
2208790,5203,2005-02-07,R,1,22.000
2208790,8109,2004-10-03,R,1,22.000
2208951,7007,2004-10-02,R,1,600.000
2209403,8503,2005-07-30,R,1,26.130
2210035,8603,2005-05-12,R,1,19.990
2212400,5103,2004-12-21,R,1,30.000
2212509,4202,2005-01-06,R,1,26.800
2213536,8402,2004-08-25,R,1,30.000
2213671,4102,2005-02-17,R,1,18.000
2213676,407,2005-08-12,R,1,18.500
2214298,7507,2004-10-13,R,1,69.000
2214455,2609,2005-06-20,R,1,20.000
2214644,2307,2004-12-30,R,1,32.000
2214719,7407,2005-05-28,R,1,14.000
2214814,1602,2005-02-12,R,1,56.000
2214822,1402,2004-12-26,R,1,10.000
2214822,5502,2005-06-10,R,1,6.250
2214822,6503,2005-05-07,R,1,12.500
2214822,8102,2005-02-28,R,1,12.500
2216182,7002,2005-03-05,R,1,8.750
2216416,5104,2004-12-21,R,1,12.370
2216442,6704,2005-01-04,R,1,69.000
2216578,1709,2004-09-23,R,1,26.500
2216578,5202,2005-03-24,R,1,26.500
2216578,8102,2004-10-18,R,1,26.500
2217157,3503,2005-03-01,R,1,11.990
2217351,1702,2005-04-16,R,1,32.830
2217351,8007,2005-04-26,R,1,22.980
2217354,1702,2005-06-02,R,1,39.530
2217354,8902,2005-06-13,R,1,29.500
2217354,9209,2005-06-17,R,1,44.250
2217419,9303,2005-07-20,R,1,29.990
2217646,8902,2005-04-17,R,1,19.500
2217753,4502,2004-10-19,R,1,20.000
2217772,9302,2005-07-14,R,1,32.000
2218085,6403,2005-01-18,R,1,34.000
2218188,909,2005-05-22,R,1,34.000
2218283,1304,2005-06-29,R,1,25.000
2218693,9804,2005-02-01,R,1,20.000
2218778,802,2005-05-29,R,1,60.000
2218790,3202,2005-04-22,R,1,22.000
2218790,5004,2005-01-11,R,1,22.000
2218951,9103,2005-03-09,R,1,70.000
2219286,8002,2005-08-10,R,1,65.000
2220094,7907,2005-06-17,R,1,69.000
2220323,3304,2004-10-12,R,1,95.000
2220429,709,2005-08-22,R,1,59.000
2223894,7502,2005-01-07,R,1,5.000
2224257,4303,2005-02-23,R,1,34.000
2224396,3102,2005-01-01,R,1,40.000
2224567,5002,2004-11-04,R,1,34.000
2224644,3003,2005-02-15,R,1,32.000
2224644,7907,2004-09-24,R,1,32.000
2226008,1609,2005-03-29,R,1,20.000
2226017,403,2005-03-02,R,1,15.500
2226310,7507,2005-01-20,R,1,49.990
2226410,7907,2005-03-19,R,1,59.000
2226420,4202,2004-12-19,R,1,59.000
2226578,6204,2005-05-28,R,1,26.500
2226864,3603,2005-02-19,R,1,34.500
2227335,202,2005-04-03,R,1,18.000
2227335,703,2005-02-26,R,1,13.990
2227335,4104,2005-02-27,R,1,13.990
2227335,4507,2005-08-09,R,1,18.000
2227335,6009,2004-12-29,R,1,18.000
2227353,1909,2005-07-19,R,1,19.500
2227372,1204,2005-05-06,R,1,10.150
2227475,204,2005-01-11,R,1,99.000
2228391,202,2005-07-23,R,1,59.000
2228452,609,2005-08-25,R,1,31.500
2228452,5403,2005-08-21,R,1,45.000
2228452,8204,2005-08-02,R,1,59.990
2228476,5302,2005-07-21,R,1,19.750
2228790,3603,2005-04-26,R,1,22.000
2228790,4209,2004-08-06,R,1,22.000
2229622,8402,2005-06-03,R,1,59.990
2230188,2504,2005-08-24,R,1,45.000
2231088,6604,2005-07-18,R,1,20.000
2231547,5402,2004-10-29,R,1,5.000
2234078,709,2005-02-26,R,1,24.150
2234455,509,2004-11-26,R,1,20.000
2236100,7603,2004-08-30,R,1,63.000
2236362,8007,2005-04-30,R,1,32.500
2236438,8302,2004-11-12,R,1,66.000
2236455,2402,2004-10-22,R,1,56.000
2236455,7104,2004-12-16,R,1,56.000
2236546,3102,2004-12-06,R,1,79.000
2236578,1702,2004-12-04,R,1,26.500
2236578,2907,2005-07-25,R,1,26.500
2236578,3702,2004-09-28,R,1,26.500
2236610,9204,2005-03-28,R,1,49.000
2236718,6009,2005-03-05,R,1,8.500
2236823,4403,2004-11-14,R,1,69.000
2237353,3007,2005-04-29,R,1,39.000
2237354,7902,2005-04-19,R,1,59.000
2237381,1004,2005-06-19,R,1,39.990
2237434,5202,2005-03-04,R,1,49.000
2237466,1304,2005-03-15,R,1,20.000
2237466,4804,2005-08-23,R,1,10.000
2237466,7603,2005-06-07,R,1,20.000
2237479,3307,2005-08-24,R,1,17.370
2237982,802,2004-10-29,R,1,24.990
2238149,3502,2005-01-02,R,1,7.490
2238149,4907,2005-04-19,R,1,5.000
2238437,2203,2004-12-10,R,1,35.000
2238508,8403,2005-06-15,R,1,34.500
2238523,9504,2005-07-29,R,1,44.990
2238673,8109,2005-05-15,R,1,29.990
2238790,3304,2005-05-25,R,1,22.000
2238928,5602,2005-03-30,R,1,67.500
2239122,4407,2005-05-22,R,1,26.000
2239409,2207,2005-05-22,R,1,19.200
2240289,504,2005-02-20,R,1,49.000
2240289,8402,2004-11-29,R,1,29.990
2240323,709,2005-01-29,R,1,95.000
2241625,107,2005-07-29,R,1,10.490
2241625,2204,2005-07-28,R,1,14.990
2241625,2307,2005-04-07,R,1,20.000
2241625,7307,2005-06-20,R,1,14.990
2241678,6004,2004-08-10,R,1,15.000
2241965,2203,2005-02-24,R,1,3.500
2243034,2109,2005-03-11,R,1,42.500
2244062,5203,2005-02-23,R,1,9.750
2244308,809,2004-11-30,R,1,27.000
2244455,3009,2005-06-19,R,1,20.000
2246030,4302,2004-11-16,R,1,39.000
2246074,2007,2005-08-07,R,1,7.990
2246308,504,2005-01-19,R,1,249.000
2246308,4307,2005-01-28,R,1,139.120
2247364,7404,2005-08-06,R,1,13.990
2247463,4702,2005-02-25,R,1,3.890
2247667,3209,2005-05-27,R,1,139.000
2247678,1407,2005-05-26,R,1,39.000
2248032,9806,2005-07-05,R,1,149.000
2248103,3204,2005-08-05,R,1,69.000
2248190,8102,2005-08-12,R,1,17.000
2248238,7907,2005-04-11,R,1,34.990
2248238,9609,2005-05-29,R,1,34.990
2248247,3209,2005-07-26,R,1,7.370
2248389,2609,2005-05-16,R,1,30.000
2248389,3302,2005-06-11,R,1,19.990
2248420,3107,2005-04-18,R,1,39.000
2248650,8703,2005-08-13,R,1,21.250
2248773,7007,2005-08-24,R,1,27.000
2248835,3209,2005-02-21,R,1,34.000
2248914,2509,2005-05-24,R,1,20.000
2249000,3103,2005-08-25,R,1,22.750
2249522,5404,2005-06-24,R,1,69.990
2249751,3704,2005-08-12,R,1,35.000
2249804,307,2005-08-12,R,1,18.000
2249984,9504,2004-09-02,R,1,148.000
2250323,8902,2004-09-17,R,1,95.000
